รหัสวิชา,ชื่อวิชา,อาจารย์,ห้อง,ประเภท,วัน,ชั่วโมง
ENGCE109_sec2_lab,computer networks,อ.ภาณุเดช ทิพย์อักษร,ทค2_302,lab,ศุกร์,18
ENGCE110_sec1,computer and data,อ.พิชิต ทนันชัย,ทค1_302,theory,จันทร์,8
ENGCE110_sec1,computer and data,อ.พิชิต ทนันชัย,ทค1_302,theory,จันทร์,9
ENGCE110_sec1,computer and data,อ.พิชิต ทนันชัย,ทค1_302,theory,จันทร์,10
ENGCE110_sec1_lab,computer and data,อ.พิชิต ทนันชัย,ทค1_302,lab,จันทร์,17
ENGCE110_sec1_lab,computer and data,อ.พิชิต ทนันชัย,ทค1_302,lab,จันทร์,18
ENGCE110_sec2,computer and data,อ.พิชิต ทนันชัย,ทค1_301,theory,จันทร์,11
ENGCE110_sec2,computer and data,อ.พิชิต ทนันชัย,ทค1_301,theory,จันทร์,12
ENGCE110_sec2,computer and data,อ.พิชิต ทนันชัย,ทค1_301,theory,จันทร์,13
ENGCE110_sec2_lab,computer and data,อ.พิชิต ทนันชัย,ทค1_301,lab,พฤหัสบดี,8
ENGCE110_sec2_lab,computer and data,อ.พิชิต ทนันชัย,ทค1_301,lab,พฤหัสบดี,9
ENGCE111_sec1,intro database,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค2_101,theory,จันทร์,17
ENGCE111_sec1,intro database,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค2_101,theory,จันทร์,18
ENGCE111_sec1,intro database,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค2_101,theory,จันทร์,19
ENGCE112_sec1,solfware design,อ.ธนิต เกตุแก้ว,ทค1_202,theory,จันทร์,17
ENGCE112_sec1,solfware design,อ.ธนิต เกตุแก้ว,ทค1_202,theory,จันทร์,18
ENGCE112_sec1,solfware design,อ.ธนิต เกตุแก้ว,ทค1_202,theory,จันทร์,19
ENGCE112_sec1_lab,solfware design,อ.ธนิต เกตุแก้ว,ทค1_101,lab,พฤหัสบดี,17
ENGCE112_sec1_lab,solfware design,อ.ธนิต เกตุแก้ว,ทค1_101,lab,พฤหัสบดี,18
ENGCE113_sec1,pre-project,อ.อนันท ทับเกิด,ทค1_205,theory,จันทร์,17
ENGCE113_sec1,pre-project,อ.อนันท ทับเกิด,ทค1_205,theory,จันทร์,18
ENGCE113_sec1,pre-project,อ.อนันท ทับเกิด,ทค1_205,theory,จันทร์,19
ENGCE114_sec1,project,อ.ปณต พุกกะพันธุ์,ทค2_101,theory,พฤหัสบดี,17
ENGCE114_sec1,project,อ.ปณต พุกกะพันธุ์,ทค2_101,theory,พฤหัสบดี,18
ENGCE114_sec1,project,อ.ปณต พุกกะพันธุ์,ทค2_101,theory,พฤหัสบดี,19
ENGCE115_sec1,co-op,อ.กิตตินันท น้อยมณี,ทค1_201,theory,จันทร์,17
ENGCE115_sec1,co-op,อ.กิตตินันท น้อยมณี,ทค1_201,theory,จันทร์,18
ENGCE115_sec1,co-op,อ.กิตตินันท น้อยมณี,ทค1_201,theory,จันทร์,19
ENGCE115_sec1_lab,co-op,อ.กิตตินันท น้อยมณี,ทค1_205,lab,อาทิตย์,8
ENGCE115_sec1_lab,co-op,อ.กิตตินันท น้อยมณี,ทค1_205,lab,อาทิตย์,9
ENGCE117_sec1,com programming,อ.กิตตินันท น้อยมณี,ทค1_202,theory,พฤหัสบดี,17
ENGCE117_sec1,com programming,อ.กิตตินันท น้อยมณี,ทค1_202,theory,พฤหัสบดี,18
ENGCE117_sec1,com programming,อ.กิตตินันท น้อยมณี,ทค1_202,theory,พฤหัสบดี,19
ENGCE117_sec1_lab,com programming,อ.กิตตินันท น้อยมณี,ทค2_201,lab,อาทิตย์,10
ENGCE117_sec1_lab,com programming,อ.กิตตินันท น้อยมณี,ทค2_201,lab,อาทิตย์,11
ENGCE117_sec2,com programming,อ.กิตตินันท น้อยมณี,ทค2_101,theory,พุธ,17
ENGCE117_sec2,com programming,อ.กิตตินันท น้อยมณี,ทค2_101,theory,พุธ,18
ENGCE117_sec2,com programming,อ.กิตตินันท น้อยมณี,ทค2_101,theory,พุธ,19
ENGCE117_sec2_lab,com programming,อ.กิตตินันท น้อยมณี,ทค2_201,lab,อาทิตย์,12
ENGCE117_sec2_lab,com programming,อ.กิตตินันท น้อยมณี,ทค2_201,lab,อาทิตย์,13
ENGCE117_sec3,com programming,อ.อนันท ทับเกิด,ทค1_201,theory,พฤหัสบดี,17
ENGCE117_sec3,com programming,อ.อนันท ทับเกิด,ทค1_201,theory,พฤหัสบดี,18
ENGCE117_sec3,com programming,อ.อนันท ทับเกิด,ทค1_201,theory,พฤหัสบดี,19
ENGCE117_sec3_lab,com programming,อ.อนันท ทับเกิด,ทค1_205,lab,พุธ,17
ENGCE117_sec3_lab,com programming,อ.อนันท ทับเกิด,ทค1_205,lab,พุธ,18
ENGCE118_sec1,discrete,อ.จักรภพ ใหม่เสน,ทค1_205,theory,จันทร์,11
ENGCE118_sec1,discrete,อ.จักรภพ ใหม่เสน,ทค1_205,theory,จันทร์,12
ENGCE118_sec1,discrete,อ.จักรภพ ใหม่เสน,ทค1_205,theory,จันทร์,13
ENGCE120_sec1,basic computer,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค1_202,theory,จันทร์,8
ENGCE120_sec1,basic computer,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค1_202,theory,จันทร์,9
ENGCE120_sec1,basic computer,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค1_202,theory,จันทร์,10
ENGCE122_sec1,micro,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค1_202,theory,จันทร์,11
ENGCE122_sec1,micro,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค1_202,theory,จันทร์,12
ENGCE122_sec1,micro,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค1_202,theory,จันทร์,13
ENGCE122_sec1_lab,micro,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค1_101,lab,พฤหัสบดี,11
ENGCE122_sec1_lab,micro,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค1_101,lab,พฤหัสบดี,12
ENGCE123_sec1,system,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค1_101,theory,พฤหัสบดี,8
ENGCE123_sec1,system,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค1_101,theory,พฤหัสบดี,9
ENGCE123_sec1,system,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค1_101,theory,พฤหัสบดี,10
ENGCE123_sec2,system,อ.ปณต พุกกะพันธุ์,ทค1_205,theory,พฤหัสบดี,8
ENGCE123_sec2,system,อ.ปณต พุกกะพันธุ์,ทค1_205,theory,พฤหัสบดี,9
ENGCE123_sec2,system,อ.ปณต พุกกะพันธุ์,ทค1_205,theory,พฤหัสบดี,10
ENGCE125_sec1,OS,อ.ปิยพล ยืนยงสถาวร,ทค2_201,theory,จันทร์,8
ENGCE125_sec1,OS,อ.ปิยพล ยืนยงสถาวร,ทค2_201,theory,จันทร์,9
ENGCE125_sec1,OS,อ.ปิยพล ยืนยงสถาวร,ทค2_201,theory,จันทร์,10
ENGCE125_sec1_lab,OS,อ.ปิยพล ยืนยงสถาวร,ทค1_202,lab,พฤหัสบดี,8
ENGCE125_sec1_lab,OS,อ.ปิยพล ยืนยงสถาวร,ทค1_202,lab,พฤหัสบดี,9
ENGCE125_sec2,OS,อ.ปิยพล ยืนยงสถาวร,ทค2_101,theory,จันทร์,11
ENGCE125_sec2,OS,อ.ปิยพล ยืนยงสถาวร,ทค2_101,theory,จันทร์,12
ENGCE125_sec2,OS,อ.ปิยพล ยืนยงสถาวร,ทค2_101,theory,จันทร์,13
ENGCE125_sec2_lab,OS,อ.ปิยพล ยืนยงสถาวร,ทค2_101,lab,พฤหัสบดี,10
ENGCE125_sec2_lab,OS,อ.ปิยพล ยืนยงสถาวร,ทค2_101,lab,พฤหัสบดี,11
ENGCE125_sec3,OS,อ.ปณต พุกกะพันธุ์,ทค1_201,theory,พุธ,17
ENGCE125_sec3,OS,อ.ปณต พุกกะพันธุ์,ทค1_201,theory,พุธ,18
ENGCE125_sec3,OS,อ.ปณต พุกกะพันธุ์,ทค1_201,theory,พุธ,19
ENGCE125_sec3_lab,OS,อ.ปณต พุกกะพันธุ์,ทค1_201,lab,อังคาร,17
ENGCE125_sec3_lab,OS,อ.ปณต พุกกะพันธุ์,ทค1_201,lab,อังคาร,18
ENGCE126_sec1,database,อ.ขวัญชัย เอื้อวิริยานุกูล,ทค1_201,theory,ศุกร์,17
ENGCE126_sec1,database,อ.ขวัญชัย เอื้อวิริยานุกูล,ทค1_201,theory,ศุกร์,18
ENGCE126_sec1,database,อ.ขวัญชัย เอื้อวิริยานุกูล,ทค1_201,theory,ศุกร์,19
ENGCE128_sec1,pre-operative,อ.กิตตินันท น้อยมณี,ทค2_101,theory,ศุกร์,17
ENGCE128_sec1,pre-operative,อ.กิตตินันท น้อยมณี,ทค2_101,theory,ศุกร์,18
ENGCE128_sec1,pre-operative,อ.กิตตินันท น้อยมณี,ทค2_101,theory,ศุกร์,19
ENGCE128_sec1_lab,pre-operative,อ.กิตตินันท น้อยมณี,ทค2_201,lab,อาทิตย์,14
ENGCE128_sec1_lab,pre-operative,อ.กิตตินันท น้อยมณี,ทค2_201,lab,อาทิตย์,15
ENGCE128_sec2,pre-operative,อ.กิตตินันท น้อยมณี,ทค1_202,theory,อังคาร,17
ENGCE128_sec2,pre-operative,อ.กิตตินันท น้อยมณี,ทค1_202,theory,อังคาร,18
ENGCE128_sec2,pre-operative,อ.กิตตินันท น้อยมณี,ทค1_202,theory,อังคาร,19
ENGCE128_sec2_lab,pre-operative,อ.กิตตินันท น้อยมณี,ทค1_205,lab,อาทิตย์,16
ENGCE128_sec2_lab,pre-operative,อ.กิตตินันท น้อยมณี,ทค1_205,lab,อาทิตย์,17
ENGCE408_sec1,pattern recognition,พิม,ทค2_201,theory,พุธ,18
ENGCE408_sec1,pattern recognition,พิม,ทค2_201,theory,พุธ,19
ENGCE408_sec2,pattern recognition,พิมมี่,ทค2_201,theory,ศุกร์,18
ENGCE408_sec2,pattern recognition,พิมมี่,ทค2_201,theory,ศุกร์,19
ENGEE105_sec1,คอม,บิว,ทค2_201,theory,อังคาร,17
ENGEE105_sec1,คอม,บิว,ทค2_201,theory,อังคาร,18
ENGEE105_sec1,คอม,บิว,ทค2_201,theory,อังคาร,19
ENGEE105_sec1_lab,คอม,บิว,ทค2_201,lab,พฤหัสบดี,17
ENGEE105_sec1_lab,คอม,บิว,ทค2_201,lab,พฤหัสบดี,18
ENGEE502_sec1,ไฟฟ้า,เอก,ทค1_101,theory,จันทร์,8
ENGEE502_sec1,ไฟฟ้า,เอก,ทค1_101,theory,จันทร์,9
ENGEE502_sec1,ไฟฟ้า,เอก,ทค1_101,theory,จันทร์,10
ENGEE502_sec2,ไฟฟ้า,เอก,ทค1_101,theory,พุธ,8
ENGEE502_sec2,ไฟฟ้า,เอก,ทค1_101,theory,พุธ,9
ENGEE502_sec2,ไฟฟ้า,เอก,ทค1_101,theory,พุธ,10
กิจกรรม,กิจกรรม,,,activity,พุธ,15
กิจกรรม,กิจกรรม,,,activity,พุธ,16
กีฬา,กีฬา,,,activity,ศุกร์,15
กีฬา,กีฬา,,,activity,ศุกร์,16
ปฐมนิเทศ,ปฐมนิเทศ,,,activity,จันทร์,15
ปฐมนิเทศ,ปฐมนิเทศ,,,activity,จันทร์,16
